ESTU_TIPODOCUMENTO;CORRECTO;ESTU_GENERO;PERIODO;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_MCPIO_UBICACION;COLE_DEPTO_UBICACION;PUNT_GLOBAL;edad
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;Tres;Si;No;Si;Si;Si;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;CENTRO EDUCATIVO ALFA Y OMEGA;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;CENTRO EDUCATIVO ALFA Y OMEGA;S;URBANO;MANANA;CALI;VALLE;202;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Tres;Si;No;Si;Si;Si;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;MANANA;CALI;VALLE;262;17
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Primaria completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;No aplica;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;MANANA;CALI;VALLE;219;17
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;5 a 6;Tres;Si;Si;No;Si;Si;No;No;Si;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Nunca o rara vez comemos eso;No aplica;No aplica;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;TARDE;CALI;VALLE;217;15
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Tecnica o Tecnologica incompleta;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;MANANA;CALI;VALLE;258;16
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 2;1 a 2;Dos;Si;Si;No;Si;Si;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;TARDE;CALI;VALLE;292;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;No sabe;Estrato 1;5 a 6;Dos;Si;No;No;No;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Pensionado;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;TARDE;CALI;VALLE;278;15
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;No;Si;Si;MAS DE 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;No sabe;Igual;Mas de 2 horas;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;MANANA;CALI;VALLE;241;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;1 a 2;Dos;Si;No;No;No;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No sabe;No aplica;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;MANANA;CALI;VALLE;277;16
CC;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Primaria completa;Estrato 1;3 a 4;Tres;Si;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Todos o casi todos los dias;No sabe;No sabe;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;TARDE;CALI;VALLE;167;18
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Tres;Si;No;No;Si;Si;No;No;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Pensionado;No aplica;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;COL RICHARD BACH;MIXTO;NO OFICIAL;A;N;TECNICO;COL RICHARD BACH;S;URBANO;MANANA;CALI;VALLE;211;17
CC;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologica incompleta;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA POLITECNICO MUNICIPAL DE CALI;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;CELIMO RUEDA;N;URBANO;MANANA;CALI;VALLE;257;19
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologica incompleta;Estrato 3;7 a 8;Cuatro;Si;Si;Si;No;Si;Si;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No sabe;No sabe;Peor;No leo por entretenimiento;Mas de 3 horas;MÃ¡s de 30 horas;No;INSTITUCIÃ“N EDUCATIVA EVA RIASCOS PLATA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCIÃ“N EDUCATIVA EVA RIASCOS PLATA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;270;16
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Cuatro;Si;No;Si;No;Si;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Mejor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COLEGIO EL HOGAR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO EL HOGAR;S;URBANO;COMPLETA;CALI;VALLE;231;17
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Primaria completa;Secundaria (Bachillerato) completa;Sin Estrato;3 a 4;Dos;No;Si;Si;No;Si;No;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;Entre 1 y 2 horas;No Navega Internet;0;No;COLEGIO EL HOGAR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO EL HOGAR;S;URBANO;COMPLETA;CALI;VALLE;251;15
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Cinco;Si;Si;Si;Si;Si;No;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;COLEGIO EL HOGAR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO EL HOGAR;S;URBANO;COMPLETA;CALI;VALLE;241;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Primaria completa;Secundaria (Bachillerato) completa;Estrato 1;1 a 2;Dos;No;No;No;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;Todos o casi todos los dias;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;30 minutos o menos;0;No;COLEGIO EL HOGAR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO EL HOGAR;S;URBANO;COMPLETA;CALI;VALLE;224;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Primaria completa;Tecnica o Tecnologa completa;Estrato 2;1 a 2;Uno;Si;Si;No;Si;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;Entre 1 y 2 horas;Mas de 3 horas;0;No;INSTITUTO TECNICO DE EXCELENCIA EMPRESARIAL;MIXTO;NO OFICIAL;A;N;ACADEMICO;INSTITUTO TECNICO DE EXCELENCIA EMPRESARIAL;S;URBANO;MANANA;CALI;VALLE;257;17
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;No sabe;No sabe;Sin Estrato;1 a 2;Uno;No;No;No;No;No;No;No;No;MAS DE 100 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;No aplica;No aplica;Mejor;Mas de 2 horas;No Navega Internet;MÃ¡s de 30 horas;No;INSTITUTO TECNICO DE EXCELENCIA EMPRESARIAL;MIXTO;NO OFICIAL;A;N;ACADEMICO;INSTITUTO TECNICO DE EXCELENCIA EMPRESARIAL;S;URBANO;MANANA;CALI;VALLE;243;16
CC;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 3;9;Cuatro;Si;Si;Si;No;Si;No;Si;Si;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Nunca o rara vez comemos eso;No aplica;No aplica;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA CIUDAD CORDOBA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CIUDAD CORDOBA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;165;18
CC;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Primaria incompleta;Tecnica o Tecnologa completa;Estrato 3;1 a 2;Dos;Si;Si;No;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Nunca o rara vez comemos eso;No aplica;No aplica;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA CIUDAD CORDOBA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CIUDAD CORDOBA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;202;18
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;Si;No;Si;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA CIUDAD CORDOBA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CIUDAD CORDOBA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;290;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;No sabe;Tecnica o Tecnologa completa;Estrato 1;3 a 4;Tres;Si;Si;Si;No;Si;No;No;No;11 A 25 LIBROS;Nunca o rara vez comemos eso;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No aplica;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA CIUDAD CORDOBA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CIUDAD CORDOBA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;245;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 2;5 a 6;Tres;Si;Si;Si;No;No;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;Mas de 2 horas;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA CIUDAD CORDOBA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CIUDAD CORDOBA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;334;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;No;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;272;15
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 4;1 a 2;Dos;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Pensionado;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;202;16
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;Uno;Si;No;Si;No;Si;No;Si;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Nunca o rara vez comemos eso;No aplica;Es vendedor o trabaja en atencion al publico ;Peor;No leo por entretenimiento;Mas de 3 horas;Menos de 10 horas;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;269;16
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Primaria completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Dos;Si;Si;No;Si;Si;No;No;No;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 1 y 2 horas;Mas de 3 horas;0;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;323;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;7 a 8;Tres;Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No aplica;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;239;16
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;5 a 6;Dos;Si;Si;Si;Si;No;No;Si;Si;26 A 100 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;No sabe;No sabe;Peor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;187;17
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologica incompleta;Estrato 2;5 a 6;Tres;Si;Si;Si;Si;Si;Si;Si;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;Mas de 3 horas;0;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;233;17
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CANDELARIA;Secundaria Bachillerato completa;Primaria incompleta;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;COLEGIO LAS ORQUIDEAS;MIXTO;NO OFICIAL;A;N;TECNICO;COLEGIO LAS ORQUIDEAS;S;URBANO;MANANA;CALI;VALLE;170;15
CC;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;Dos;Si;Si;No;No;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;Todos o casi todos los dias;No aplica;No aplica;Peor;Entre 1 y 2 horas;Mas de 3 horas;0;No;CENTRO DOCENTE LICEO MARISOL;MIXTO;NO OFICIAL;A;N;ACADEMICO;CENTRO DOCENTE LICEO MARISOL;S;URBANO;MANANA;CALI;VALLE;257;19
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica incompleta;Tecnica o Tecnologa completa;Estrato 1;5 a 6;Dos;Si;No;Si;No;No;No;Si;No;26 A 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;No aplica;Igual;30 minutos o menos;30 minutos o menos;0;No;CENTRO DOCENTE LICEO MARISOL;MIXTO;NO OFICIAL;A;N;ACADEMICO;CENTRO DOCENTE LICEO MARISOL;S;URBANO;MANANA;CALI;VALLE;289;17
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;No sabe;Estrato 3;3 a 4;Cuatro;Si;No;Si;No;Si;Si;No;Si;11 A 25 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;MANANA;CALI;VALLE;256;15
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Primaria incompleta;Educacion Profesional completa;Estrato 2;3 a 4;Dos;Si;Si;Si;No;Si;No;No;Si;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;MANANA;CALI;VALLE;350;15
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 2;5 a 6;Cuatro;Si;Si;Si;Si;Si;No;Si;Si;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;MANANA;CALI;VALLE;254;16
CC;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;Dos;Si;Si;Si;No;Si;No;Si;No;26 A 100 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;Todos o casi todos los dias;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;MANANA;CALI;VALLE;212;18
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Primaria completa;Primaria completa;Estrato 3;5 a 6;Dos;Si;Si;Si;No;Si;Si;Si;Si;26 A 100 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;No aplica;No aplica;Igual;30 minutos o menos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;MANANA;CALI;VALLE;247;17
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Tres;Si;No;Si;Si;Si;No;Si;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;Nunca o rara vez comemos eso;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;MANANA;CALI;VALLE;205;17
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Cuatro;No;Si;No;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No sabe;No sabe;Igual;No leo por entretenimiento;30 minutos o menos;0;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;MANANA;CALI;VALLE;236;17
TI;COLOMBIA;F;20172;COLOMBIA;VALLE;CALI;Primaria incompleta;Tecnica o Tecnologa completa;Estrato 1;7 a 8;Dos;No;No;No;No;No;No;No;No;MAS DE 100 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Nunca o rara vez comemos eso;No aplica;No aplica;Peor;Mas de 2 horas;No Navega Internet;0;No;LIC MIX EMPERADOR DE CALI;MIXTO;NO OFICIAL;A;N;TECNICO;LIC MIX EMPERADOR DE CALI;S;URBANO;MANANA;CALI;VALLE;175;17
TI;COLOMBIA;M;20172;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 1;3 a 4;Dos;No;No;Si;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;No Navega Internet;0;No;LIC MIX EMPERADOR DE CALI;MIXTO;NO OFICIAL;A;N;TECNICO;LIC MIX EMPERADOR DE CALI;S;URBANO;MANANA;CALI;VALLE;232;16
