ESTU_TIPODOCUMENTO,ESTU_GENERO,PERIODO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_MCPIO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,PUNT_GLOBAL,edad
TI,M,20191,COLOMBIA,SANTANDER,CALI,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,3 a 4,Dos,Si,No,No,No,Si,Si,Si,Si,51 A 100 LIBROS,Todos o casi todos los dias,1 vez por semana,3 a 5 veces por semana,No,No,Peor,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,BUCARAMANGA,CUNDINAMARCA,273,25
CC,F,20172,COLOMBIA,VALLE,CALI,No aplica,Educacion Profesional completa,Estrato 5,7 o más,Cuatro,No,Si,Si,No,No,Si,No,No,11 A 50 LIBROS,1 vez por semana,3 a 5 veces por semana,3 a 5 veces por semana,No aplica,No sabe,Peor,Entre 1 y 3 horas,Más de 3 horas,21-40,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,URBANO,MANANA,CALI,SANTANDER,209,19
TI,M,20192,COLOMBIA,SANTANDER,MEDELLIN,Educacion Profesional incompleta,No aplica,Estrato 6,5 a 6,Tres,Si,No,Si,Si,No,Si,Si,Si,0 A 10 LIBROS,Todos o casi todos los dias,Nunca,3 a 5 veces por semana,No aplica,Si,Mejor,30 minutos o menos,Más de 3 horas,0,No,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,N,RURAL,TARDE,CALI,ATLANTICO,300,26
CE,F,20171,COLOMBIA,ATLANTICO,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,7 o más,Tres,No,Si,No,Si,Si,No,Si,No,0 A 10 LIBROS,1 vez por semana,Nunca,1 vez por semana,No sabe,No aplica,Igual,Más de 3 horas,30 minutos o menos,21-40,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,N,URBANO,TARDE,BUCARAMANGA,SANTANDER,159,24
CE,F,20192,COLOMBIA,ANTIOQUIA,CALI,No aplica,Educacion Profesional completa,Estrato 5,3 a 4,Cinco,No,Si,No,Si,Si,No,No,Si,11 A 50 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,1 vez por semana,No,No,Igual,30 minutos o menos,Entre 1 y 3 horas,1-10,No,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,RURAL,NOCHE,CALI,ANTIOQUIA,200,28
TI,M,20192,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional completa,Estrato 2,7 o más,Tres,Si,Si,No,No,Si,Si,No,No,51 A 100 LIBROS,1 vez por semana,Nunca,3 a 5 veces por semana,No aplica,No aplica,Mejor,Entre 1 y 3 horas,30 minutos o menos,11-20,No,COLEGIO MAYOR,MASCULINO,OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,N,URBANO,MANANA,CALI,VALLE,293,22
CE,M,20172,COLOMBIA,ANTIOQUIA,CALI,No aplica,No aplica,Estrato 5,7 o más,Cuatro,No,Si,Si,No,No,Si,Si,No,51 A 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,No aplica,No,Igual,Más de 3 horas,Más de 3 horas,11-20,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,TARDE,MEDELLIN,SANTANDER,330,28
TI,M,20192,COLOMBIA,ANTIOQUIA,BOGOTA,No aplica,Educacion Profesional completa,Estrato 6,7 o más,Cinco,No,Si,Si,Si,No,No,No,Si,11 A 50 LIBROS,Nunca,1 vez por semana,3 a 5 veces por semana,No aplica,No sabe,Peor,Más de 3 horas,Más de 3 horas,21-40,Si,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,BARRANQUILLA,ATLANTICO,207,23
TI,M,20191,COLOMBIA,VALLE,CALI,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 4,5 a 6,Cuatro,No,No,Si,Si,No,No,Si,No,MAS DE 100 LIBROS,1 vez por semana,1 vez por semana,Nunca,No sabe,Si,Mejor,Entre 1 y 3 horas,Más de 3 horas,1-10,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,TECNICO,SEDE SECUNDARIA,S,RURAL,NOCHE,BARRANQUILLA,ANTIOQUIA,296,19
CC,F,20171,COLOMBIA,VALLE,BUCARAMANGA,No aplica,Educacion Profesional incompleta,Estrato 3,5 a 6,Tres,No,No,No,Si,Si,No,Si,Si,0 A 10 LIBROS,Nunca,1 vez por semana,1 vez por semana,No,Si,Igual,30 minutos o menos,Entre 1 y 3 horas,1-10,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,S,URBANO,MANANA,BUCARAMANGA,SANTANDER,181,29
CE,F,20171,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 2,5 a 6,Dos,No,Si,Si,Si,Si,No,No,Si,11 A 50 LIBROS,Nunca,3 a 5 veces por semana,Nunca,No sabe,No aplica,Mejor,30 minutos o menos,Entre 1 y 3 horas,11-20,Si,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,N,TECNICO,SEDE SECUNDARIA,S,URBANO,TARDE,CALI,CUNDINAMARCA,333,20
CE,F,20171,COLOMBIA,ATLANTICO,CALI,No aplica,Educacion Profesional completa,Estrato 3,7 o más,Dos,Si,No,Si,Si,Si,No,No,Si,51 A 100 LIBROS,Nunca,3 a 5 veces por semana,Nunca,Si,No aplica,Peor,Más de 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,N,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,MEDELLIN,CUNDINAMARCA,302,29
TI,F,20181,COLOMBIA,SANTANDER,BUCARAMANGA,No aplica,Educacion Profesional completa,Estrato 3,3 a 4,Cuatro,Si,No,Si,Si,Si,No,No,Si,MAS DE 100 LIBROS,Nunca,3 a 5 veces por semana,Todos o casi todos los dias,Si,No sabe,Mejor,Entre 1 y 3 horas,30 minutos o menos,11-20,No,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,S,URBANO,MANANA,BOGOTA,VALLE,278,26
CE,M,20182,COLOMBIA,SANTANDER,BOGOTA,Educacion Profesional completa,No aplica,Estrato 6,3 a 4,Cuatro,Si,No,No,No,No,Si,No,No,11 A 50 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los dias,No aplica,No aplica,Mejor,30 minutos o menos,30 minutos o menos,21-40,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,TARDE,BOGOTA,ANTIOQUIA,303,24
CE,M,20181,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional completa,No aplica,Estrato 3,5 a 6,Tres,No,No,Si,No,No,No,Si,No,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,3 a 5 veces por semana,No,No,Mejor,30 minutos o menos,Más de 3 horas,11-20,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,MANANA,BUCARAMANGA,VALLE,233,24
TI,F,20172,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 4,7 o más,Cinco,Si,No,Si,No,Si,Si,No,No,51 A 100 LIBROS,Nunca,3 a 5 veces por semana,Nunca,No aplica,No sabe,Peor,Más de 3 horas,30 minutos o menos,1-10,Si,COLEGIO MAYOR,MASCULINO,OFICIAL,B,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,MANANA,MEDELLIN,ATLANTICO,174,20
CE,M,20182,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional incompleta,No aplica,Estrato 5,5 a 6,Tres,No,Si,Si,No,No,Si,No,No,51 A 100 LIBROS,Nunca,1 vez por semana,Nunca,No sabe,No aplica,Peor,Más de 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,BARRANQUILLA,ANTIOQUIA,230,25
CC,F,20172,COLOMBIA,ANTIOQUIA,MEDELLIN,No aplica,Educacion Profesional completa,Estrato 5,7 o más,Dos,No,No,No,No,Si,Si,No,No,51 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,3 a 5 veces por semana,Si,No,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,TARDE,MEDELLIN,ANTIOQUIA,255,18
TI,F,20181,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,No aplica,No aplica,Estrato 6,7 o más,Cinco,No,Si,Si,Si,No,No,No,No,0 A 10 LIBROS,Nunca,3 a 5 veces por semana,Todos o casi todos los dias,No aplica,Si,Igual,30 minutos o menos,30 minutos o menos,0,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,TARDE,BOGOTA,VALLE,202,23
CE,M,20171,COLOMBIA,ATLANTICO,CALI,Educacion Profesional incompleta,No aplica,Estrato 6,7 o más,Cuatro,Si,Si,No,Si,No,No,No,No,11 A 50 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,3 a 5 veces por semana,No,Si,Igual,30 minutos o menos,Más de 3 horas,11-20,Si,COLEGIO MAYOR,FEMENINO,NO OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,URBANO,NOCHE,BOGOTA,VALLE,340,20
CC,F,20191,COLOMBIA,ANTIOQUIA,CALI,No aplica,No aplica,Estrato 3,7 o más,Dos,Si,Si,Si,No,Si,No,No,No,51 A 100 LIBROS,3 a 5 veces por semana,Nunca,Todos o casi todos los dias,No aplica,No aplica,Peor,30 minutos o menos,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,URBANO,MANANA,CALI,VALLE,177,28
CE,M,20192,COLOMBIA,VALLE,BARRANQUILLA,No aplica,Educacion Profesional incompleta,Estrato 2,7 o más,Cuatro,Si,No,No,No,Si,Si,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,Nunca,3 a 5 veces por semana,No,No,Igual,Entre 1 y 3 horas,30 minutos o menos,21-40,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,RURAL,NOCHE,BARRANQUILLA,VALLE,226,28
CE,M,20191,COLOMBIA,ATLANTICO,CALI,Educacion Profesional incompleta,No aplica,Estrato 6,3 a 4,Cuatro,Si,No,Si,Si,Si,Si,No,No,MAS DE 100 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Nunca,No aplica,No sabe,Igual,30 minutos o menos,30 minutos o menos,11-20,No,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,S,URBANO,TARDE,MEDELLIN,CUNDINAMARCA,228,18
CC,M,20171,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional completa,No aplica,Estrato 1,7 o más,Dos,Si,No,No,Si,Si,No,Si,No,51 A 100 LIBROS,1 vez por semana,Todos o casi todos los dias,1 vez por semana,No,No sabe,Peor,30 minutos o menos,Más de 3 horas,0,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,S,URBANO,TARDE,BUCARAMANGA,ANTIOQUIA,360,29
CE,F,20171,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional completa,No aplica,Estrato 3,3 a 4,Cuatro,No,No,No,Si,Si,Si,No,Si,MAS DE 100 LIBROS,1 vez por semana,Nunca,Todos o casi todos los dias,No sabe,No sabe,Igual,Más de 3 horas,Más de 3 horas,1-10,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,MANANA,MEDELLIN,ATLANTICO,315,24
CC,F,20182,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 4,3 a 4,Cuatro,Si,No,No,Si,No,No,Si,No,MAS DE 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,No aplica,No,Mejor,30 minutos o menos,30 minutos o menos,21-40,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,N,RURAL,MANANA,MEDELLIN,CUNDINAMARCA,249,24
CC,M,20191,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 3,5 a 6,Cuatro,No,Si,No,Si,No,Si,No,No,11 A 50 LIBROS,3 a 5 veces por semana,Nunca,3 a 5 veces por semana,No aplica,No,Peor,Entre 1 y 3 horas,30 minutos o menos,1-10,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,TARDE,BOGOTA,ATLANTICO,320,28
CC,F,20181,COLOMBIA,ATLANTICO,MEDELLIN,No aplica,No aplica,Estrato 5,7 o más,Cuatro,No,No,No,No,No,No,Si,Si,51 A 100 LIBROS,Nunca,Todos o casi todos los dias,3 a 5 veces por semana,No,No sabe,Mejor,30 minutos o menos,30 minutos o menos,0,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,N,RURAL,MANANA,BUCARAMANGA,SANTANDER,229,16
TI,F,20171,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 2,5 a 6,Cuatro,Si,Si,No,No,No,Si,No,No,0 A 10 LIBROS,1 vez por semana,3 a 5 veces por semana,Todos o casi todos los dias,Si,Si,Mejor,Más de 3 horas,Más de 3 horas,11-20,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,MANANA,BUCARAMANGA,VALLE,214,21
CE,F,20171,COLOMBIA,VALLE,BOGOTA,No aplica,No aplica,Estrato 4,5 a 6,Tres,Si,No,Si,Si,Si,Si,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,Nunca,3 a 5 veces por semana,Si,No aplica,Peor,30 minutos o menos,Más de 3 horas,21-40,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,NOCHE,CALI,SANTANDER,336,26
CE,F,20192,COLOMBIA,ANTIOQUIA,BUCARAMANGA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,5 a 6,Cinco,Si,No,Si,Si,No,No,No,No,51 A 100 LIBROS,Todos o casi todos los dias,Nunca,3 a 5 veces por semana,No,No,Peor,Más de 3 horas,30 minutos o menos,21-40,No,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,CALI,SANTANDER,224,22
TI,F,20181,COLOMBIA,VALLE,BOGOTA,Educacion Profesional completa,No aplica,Estrato 6,3 a 4,Cinco,No,Si,No,Si,No,Si,No,No,11 A 50 LIBROS,1 vez por semana,Nunca,3 a 5 veces por semana,Si,No sabe,Peor,Entre 1 y 3 horas,30 minutos o menos,11-20,Si,COLEGIO MAYOR,FEMENINO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,MANANA,BARRANQUILLA,SANTANDER,214,28
TI,M,20171,COLOMBIA,SANTANDER,MEDELLIN,Educacion Profesional completa,Educacion Profesional completa,Estrato 5,7 o más,Tres,Si,Si,Si,No,Si,No,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,1 vez por semana,1 vez por semana,No sabe,Si,Igual,Más de 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,N,URBANO,TARDE,MEDELLIN,SANTANDER,294,28
CC,M,20182,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional incompleta,No aplica,Estrato 2,5 a 6,Cuatro,No,No,No,No,Si,No,No,Si,11 A 50 LIBROS,1 vez por semana,3 a 5 veces por semana,3 a 5 veces por semana,Si,No sabe,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,N,RURAL,TARDE,BUCARAMANGA,ATLANTICO,353,26
CE,M,20191,COLOMBIA,SANTANDER,CALI,No aplica,Educacion Profesional incompleta,Estrato 5,7 o más,Cuatro,No,No,No,Si,Si,No,Si,No,MAS DE 100 LIBROS,Nunca,1 vez por semana,Nunca,No aplica,No,Peor,30 minutos o menos,Más de 3 horas,11-20,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,CALI,CUNDINAMARCA,189,25
CE,M,20172,COLOMBIA,CUNDINAMARCA,BOGOTA,No aplica,Educacion Profesional incompleta,Estrato 3,7 o más,Dos,No,Si,No,Si,Si,Si,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Nunca,Si,No sabe,Peor,Más de 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO CENTRAL,MASCULINO,OFICIAL,A,N,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,BOGOTA,VALLE,223,21
CE,F,20182,COLOMBIA,ATLANTICO,BUCARAMANGA,No aplica,No aplica,Estrato 4,3 a 4,Dos,Si,No,Si,No,No,Si,No,No,51 A 100 LIBROS,1 vez por semana,1 vez por semana,3 a 5 veces por semana,No sabe,Si,Peor,Entre 1 y 3 horas,30 minutos o menos,11-20,No,COLEGIO CENTRAL,MIXTO,OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,URBANO,NOCHE,CALI,ATLANTICO,164,24
CE,F,20171,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 6,7 o más,Cuatro,Si,Si,Si,Si,Si,Si,No,Si,51 A 100 LIBROS,3 a 5 veces por semana,Nunca,3 a 5 veces por semana,No aplica,No sabe,Mejor,Más de 3 horas,Más de 3 horas,0,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,N,RURAL,NOCHE,BUCARAMANGA,ANTIOQUIA,332,21
CE,M,20171,COLOMBIA,SANTANDER,BOGOTA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 3,5 a 6,Tres,No,Si,No,No,Si,Si,Si,No,51 A 100 LIBROS,Todos o casi todos los dias,Nunca,Todos o casi todos los dias,No,Si,Mejor,30 minutos o menos,30 minutos o menos,21-40,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,S,URBANO,TARDE,CALI,CUNDINAMARCA,204,29
CC,F,20191,COLOMBIA,ANTIOQUIA,BOGOTA,No aplica,Educacion Profesional completa,Estrato 1,7 o más,Dos,Si,No,No,Si,Si,Si,Si,Si,MAS DE 100 LIBROS,1 vez por semana,Nunca,Todos o casi todos los dias,No aplica,No,Peor,30 minutos o menos,30 minutos o menos,11-20,Si,COLEGIO MAYOR,MASCULINO,OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,S,RURAL,NOCHE,BARRANQUILLA,ATLANTICO,395,18
TI,F,20181,COLOMBIA,SANTANDER,CALI,No aplica,Educacion Profesional completa,Estrato 3,5 a 6,Dos,No,Si,No,No,No,Si,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,Todos o casi todos los dias,No sabe,No,Peor,Más de 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,BARRANQUILLA,ANTIOQUIA,216,16
CE,M,20192,COLOMBIA,ATLANTICO,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 1,3 a 4,Cinco,No,Si,Si,Si,No,Si,Si,No,MAS DE 100 LIBROS,1 vez por semana,1 vez por semana,1 vez por semana,Si,Si,Igual,Más de 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,N,URBANO,NOCHE,BUCARAMANGA,ANTIOQUIA,242,27
CE,M,20172,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 2,3 a 4,Cuatro,Si,Si,Si,No,Si,Si,No,Si,11 A 50 LIBROS,1 vez por semana,3 a 5 veces por semana,3 a 5 veces por semana,No aplica,No,Igual,30 minutos o menos,30 minutos o menos,0,No,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,RURAL,NOCHE,MEDELLIN,VALLE,360,25
CE,M,20172,COLOMBIA,SANTANDER,CALI,No aplica,No aplica,Estrato 6,5 a 6,Cinco,No,No,No,No,No,No,No,No,51 A 100 LIBROS,Nunca,3 a 5 veces por semana,Nunca,No,No,Igual,Más de 3 horas,Más de 3 horas,21-40,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,N,TECNICO,SEDE PRINCIPAL,S,RURAL,TARDE,BUCARAMANGA,CUNDINAMARCA,240,29
CE,M,20192,COLOMBIA,ATLANTICO,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 2,3 a 4,Tres,Si,No,Si,No,Si,No,No,Si,51 A 100 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,Si,Peor,Más de 3 horas,30 minutos o menos,11-20,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,RURAL,TARDE,BARRANQUILLA,SANTANDER,321,23
CC,M,20191,COLOMBIA,SANTANDER,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 4,3 a 4,Cinco,Si,No,No,Si,Si,No,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,Nunca,No aplica,No aplica,Igual,Entre 1 y 3 horas,Más de 3 horas,21-40,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,RURAL,TARDE,BUCARAMANGA,ATLANTICO,379,20
CC,F,20181,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 4,5 a 6,Dos,Si,Si,No,No,Si,No,No,Si,51 A 100 LIBROS,Nunca,Todos o casi todos los dias,Nunca,No aplica,No aplica,Igual,Más de 3 horas,Entre 1 y 3 horas,0,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,MANANA,CALI,VALLE,349,16
CC,M,20182,COLOMBIA,SANTANDER,MEDELLIN,Educacion Profesional incompleta,No aplica,Estrato 2,5 a 6,Cinco,Si,No,Si,Si,No,No,No,No,MAS DE 100 LIBROS,1 vez por semana,1 vez por semana,Nunca,Si,No,Peor,Más de 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,N,RURAL,MANANA,BUCARAMANGA,ATLANTICO,300,22
CC,F,20181,COLOMBIA,ANTIOQUIA,BARRANQUILLA,No aplica,Educacion Profesional completa,Estrato 1,3 a 4,Dos,Si,Si,Si,No,Si,No,No,No,0 A 10 LIBROS,1 vez por semana,Todos o casi todos los dias,Todos o casi todos los dias,No,Si,Igual,Más de 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,MANANA,BARRANQUILLA,ANTIOQUIA,224,27
CC,M,20172,COLOMBIA,SANTANDER,CALI,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 1,5 a 6,Tres,Si,No,No,Si,No,No,Si,No,11 A 50 LIBROS,Nunca,1 vez por semana,1 vez por semana,Si,No aplica,Igual,30 minutos o menos,30 minutos o menos,21-40,No,COLEGIO MAYOR,MASCULINO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,MEDELLIN,SANTANDER,259,16
CC,F,20181,COLOMBIA,ATLANTICO,MEDELLIN,Educacion Profesional completa,Educacion Profesional completa,Estrato 6,5 a 6,Tres,No,No,No,Si,Si,No,No,No,51 A 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,No aplica,No sabe,Peor,Más de 3 horas,Más de 3 horas,0,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,URBANO,MANANA,BUCARAMANGA,ATLANTICO,222,16
CE,F,20192,COLOMBIA,ATLANTICO,BUCARAMANGA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,5 a 6,Cinco,Si,Si,Si,No,No,No,No,No,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Todos o casi todos los dias,No sabe,No sabe,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO MAYOR,MIXTO,OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,MANANA,CALI,CUNDINAMARCA,156,25
